,incumplimiento,tipo_de_cuenta,genero,edad_del_cliente,co_solicitantes,dependientes,monto_del_prestamo,ubicacion_de_sucursal,nivel_de_producto,estatus_laboral,es_sostenedor_principal,grupo_de_puntaje_crediticio,area_residencial,estado_actual_de_la_cuenta,tiene_cuenta_conjunta,indicador_aleatorio,residencial_Rural,residencial_Suburbana,residencial_Urbana
519,0.0,Inversiones,Mujer,53.0,1,2,27014.0,Suiza,Intermedio,Retirado,True,7,Rural,no,False,,,,
520,0.0,Ahorro,Mujer,86.0,0,4,18823.0,Suiza,Intermedio,Estudiante,True,8,Urbana,no,True,,,,
521,0.0,Ahorro,Mujer,48.0,1,1,18519.0,Suiza,Basico,Empleo,True,7,Urbana,no,True,,,,
522,0.0,Corriente,Mujer,64.0,1,2,10390.0,Suiza,Avanzado,Retirado,False,7,Rural,no,False,,,,
523,0.0,Inversiones,Hombre,72.0,0,1,41363.0,Suiza,Intermedio,Desempleo,False,5,Suburbana,yes,True,,,,
524,0.0,Ahorro,Hombre,79.0,2,0,45987.0,Suiza,Intermedio,Estudiante,True,2,Urbana,yes,False,,,,
525,0.0,Ahorro,Mujer,47.0,0,2,10783.0,Suiza,Avanzado,Estudiante,True,6,Rural,no,False,,,,
526,0.0,Inversiones,Hombre,72.0,0,1,18779.0,Suiza,Avanzado,Empleo,True,4,Rural,yes,True,,,,
527,0.0,Corriente,Hombre,33.0,1,1,47499.0,Suiza,Basico,Estudiante,False,10,Urbana,no,False,,,,
528,0.0,Corriente,Hombre,29.0,0,1,23408.0,Suiza,Avanzado,Estudiante,False,2,Suburbana,no,True,,,,
529,0.0,Ahorro,Mujer,34.0,1,2,47966.0,Suiza,Basico,Estudiante,False,9,Urbana,yes,True,,,,
530,0.0,Inversiones,Mujer,33.0,2,3,38452.0,Suiza,Avanzado,Estudiante,False,7,Rural,yes,False,,,,
531,0.0,Corriente,Mujer,29.0,2,2,35670.0,Suiza,Intermedio,Desempleo,True,6,Urbana,no,True,,,,
532,0.0,Inversiones,Hombre,25.0,2,4,38163.0,Suiza,Basico,Retirado,False,5,Suburbana,yes,False,,,,
533,0.0,Inversiones,Mujer,20.0,0,2,44672.0,Suiza,Basico,Desempleo,False,3,Rural,no,True,,,,
534,0.0,Ahorro,Mujer,33.0,1,1,48429.0,Suiza,Basico,Desempleo,True,10,Suburbana,yes,False,,,,
535,0.0,Corriente,Hombre,47.0,2,0,9843.0,Suiza,Avanzado,Empleo,True,10,Urbana,yes,False,,,,
536,0.0,Ahorro,Mujer,40.0,1,2,11137.0,Suiza,Intermedio,Estudiante,False,4,Urbana,yes,False,,,,
537,0.0,Corriente,Mujer,22.0,1,2,35224.0,Suiza,Basico,Desempleo,False,3,Suburbana,yes,True,,,,
538,0.0,Corriente,Hombre,82.0,2,1,40291.0,Suiza,Basico,Estudiante,False,8,Urbana,yes,False,,,,
539,0.0,Corriente,Hombre,47.0,2,0,29634.0,Suiza,Basico,Desempleo,False,3,Suburbana,no,True,,,,
540,0.0,Corriente,Hombre,38.0,1,0,47330.0,Suiza,Basico,Desempleo,True,7,Urbana,yes,True,,,,
541,0.0,Corriente,Mujer,87.0,2,4,47601.0,Suiza,Intermedio,Empleo,True,7,Suburbana,yes,True,,,,
542,0.0,Inversiones,Mujer,39.0,1,2,4407.0,Suiza,Avanzado,Retirado,False,7,Suburbana,no,True,,,,
543,0.0,Ahorro,Mujer,89.0,1,0,34075.0,Suiza,Intermedio,Retirado,False,7,Rural,no,True,,,,
544,0.0,Inversiones,Hombre,49.0,2,0,47299.0,Suiza,Basico,Desempleo,False,2,Rural,no,False,,,,
545,0.0,Corriente,Hombre,50.0,0,3,5327.0,Suiza,Intermedio,Empleo,False,10,Suburbana,yes,True,,,,
546,0.0,Ahorro,Mujer,33.0,2,3,31107.0,Suiza,Basico,Estudiante,False,3,Urbana,yes,False,,,,
547,0.0,Corriente,Mujer,55.0,0,0,14199.0,Suiza,Avanzado,Estudiante,True,10,Urbana,no,False,,,,
548,0.0,Ahorro,Hombre,31.0,1,4,37792.0,Suiza,Avanzado,Desempleo,True,9,Urbana,no,True,,,,
549,0.0,Inversiones,Hombre,53.0,1,0,48461.0,Suiza,Avanzado,Retirado,True,3,Suburbana,no,False,,,,
550,0.0,Ahorro,Hombre,40.0,0,1,26383.0,Suiza,Basico,Empleo,False,2,Suburbana,no,False,,,,
551,0.0,Ahorro,Hombre,83.0,1,2,49491.0,Suiza,Intermedio,Retirado,False,9,Suburbana,yes,True,,,,
552,0.0,Ahorro,Mujer,19.0,0,4,5813.0,Suiza,Avanzado,Estudiante,True,10,Suburbana,yes,False,,,,
553,0.0,Ahorro,Hombre,82.0,0,1,14098.0,Suiza,Basico,Retirado,True,9,Rural,yes,True,,,,
554,0.0,Ahorro,Mujer,84.0,1,4,46326.0,Suiza,Basico,Estudiante,False,4,Suburbana,yes,True,,,,
555,0.0,Corriente,Mujer,69.0,0,1,29307.0,Suiza,Intermedio,Empleo,True,9,Urbana,yes,True,,,,
556,0.0,Ahorro,Mujer,79.0,2,2,5387.0,Suiza,Avanzado,Empleo,False,3,Rural,no,False,,,,
557,0.0,Ahorro,Hombre,40.0,2,2,4354.0,Suiza,Basico,Desempleo,False,7,Urbana,yes,False,,,,
558,0.0,Inversiones,Hombre,43.0,1,3,45726.0,Suiza,Intermedio,Desempleo,True,7,Suburbana,no,False,,,,
559,0.0,Ahorro,Hombre,85.0,1,1,15036.0,Suiza,Avanzado,Retirado,True,8,Rural,no,False,,,,
560,0.0,Inversiones,Hombre,72.0,0,3,4058.0,Suiza,Intermedio,Empleo,True,10,Suburbana,no,True,,,,
561,0.0,Corriente,Mujer,23.0,0,1,10272.0,Suiza,Intermedio,Empleo,False,4,Rural,yes,True,,,,
562,0.0,Ahorro,Hombre,52.0,0,3,36843.0,Suiza,Basico,Desempleo,False,3,Urbana,no,False,,,,
563,0.0,Inversiones,Hombre,39.0,0,2,35686.0,Suiza,Basico,Estudiante,True,3,Suburbana,yes,True,,,,
564,0.0,Inversiones,Mujer,60.0,2,4,37466.0,Suiza,Basico,Retirado,False,5,Suburbana,no,False,,,,
565,0.0,Corriente,Hombre,32.0,2,3,34269.0,Suiza,Intermedio,Retirado,False,1,Rural,yes,True,,,,
566,0.0,Ahorro,Mujer,77.0,1,1,40387.0,Suiza,Basico,Desempleo,False,10,Rural,no,True,,,,
567,0.0,Ahorro,Mujer,29.0,0,1,19729.0,Suiza,Intermedio,Empleo,True,3,Suburbana,yes,True,,,,
568,0.0,Inversiones,Mujer,66.0,0,2,10173.0,Suiza,Intermedio,Desempleo,False,6,Rural,no,True,,,,
569,0.0,Ahorro,Mujer,59.0,1,1,28377.0,Suiza,Basico,Desempleo,True,3,Suburbana,no,True,,,,
570,0.0,Inversiones,Mujer,55.0,0,0,32101.0,Suiza,Avanzado,Desempleo,True,5,Rural,no,False,,,,
571,0.0,Ahorro,Mujer,62.0,0,4,38584.0,Suiza,Avanzado,Desempleo,False,9,Urbana,no,False,,,,
572,0.0,Inversiones,Mujer,52.0,0,3,16744.0,Suiza,Avanzado,Estudiante,True,2,Rural,yes,True,,,,
573,0.0,Ahorro,Mujer,47.0,0,4,27856.0,Suiza,Intermedio,Estudiante,False,2,Urbana,yes,False,,,,
574,0.0,Corriente,Hombre,47.0,0,2,17306.0,Suiza,Intermedio,Empleo,True,6,Rural,yes,True,,,,
575,0.0,Ahorro,Hombre,23.0,1,3,23599.0,Suiza,Intermedio,Desempleo,True,6,Rural,no,True,,,,
576,0.0,Ahorro,Hombre,84.0,0,3,45141.0,Suiza,Basico,Estudiante,False,8,Suburbana,no,True,,,,
577,0.0,Corriente,Hombre,24.0,1,0,37534.0,Suiza,Intermedio,Empleo,True,2,Rural,no,True,,,,
578,0.0,Ahorro,Mujer,69.0,0,2,40817.0,Suiza,Basico,Desempleo,True,9,Rural,no,False,,,,
579,0.0,Corriente,Hombre,31.0,2,1,19594.0,Suiza,Basico,Retirado,True,2,Urbana,no,True,,,,
580,0.0,Ahorro,Mujer,32.0,2,0,11089.0,Suiza,Avanzado,Estudiante,False,1,Rural,no,False,,,,
581,0.0,Inversiones,Hombre,38.0,2,0,2157.0,Suiza,Avanzado,Empleo,False,10,Suburbana,yes,True,,,,
582,0.0,Inversiones,Hombre,52.0,2,4,33264.0,Suiza,Avanzado,Retirado,True,2,Urbana,yes,True,,,,
583,0.0,Ahorro,Hombre,83.0,1,4,40031.0,Suiza,Basico,Desempleo,True,7,Suburbana,yes,False,,,,
584,0.0,Ahorro,Mujer,19.0,1,4,3664.0,Suiza,Basico,Desempleo,True,8,Suburbana,yes,True,,,,
585,0.0,Ahorro,Hombre,52.0,0,0,28042.0,Suiza,Basico,Desempleo,False,5,Suburbana,yes,True,,,,
586,0.0,Inversiones,Mujer,37.0,2,1,18937.0,Suiza,Intermedio,Estudiante,False,6,Suburbana,yes,False,,,,
587,0.0,Ahorro,Mujer,27.0,1,3,41747.0,Suiza,Basico,Empleo,True,1,Urbana,yes,False,,,,
588,0.0,Inversiones,Hombre,42.0,0,4,39005.0,Suiza,Avanzado,Retirado,False,6,Rural,yes,False,,,,
589,0.0,Corriente,Hombre,83.0,0,1,20101.0,Suiza,Avanzado,Empleo,False,8,Suburbana,no,True,,,,
590,0.0,Inversiones,Hombre,42.0,1,2,28930.0,Suiza,Basico,Estudiante,False,3,Urbana,no,True,,,,
591,0.0,Inversiones,Mujer,71.0,2,4,6509.0,Suiza,Basico,Empleo,False,1,Suburbana,no,False,,,,
592,0.0,Corriente,Hombre,50.0,0,3,5052.0,Suiza,Avanzado,Estudiante,True,4,Rural,no,False,,,,
593,0.0,Inversiones,Mujer,53.0,2,2,9917.0,Suiza,Basico,Desempleo,False,1,Urbana,no,True,,,,
594,0.0,Ahorro,Mujer,31.0,2,2,42489.0,Suiza,Avanzado,Retirado,False,8,Urbana,no,True,,,,
595,0.0,Ahorro,Hombre,82.0,2,3,3171.0,Suiza,Intermedio,Desempleo,True,5,Rural,no,False,,,,
596,0.0,Inversiones,Hombre,71.0,0,4,7019.0,Suiza,Avanzado,Empleo,True,1,Urbana,yes,False,,,,
597,0.0,Ahorro,Mujer,69.0,2,0,37230.0,Suiza,Intermedio,Desempleo,False,8,Rural,yes,False,,,,
598,0.0,Inversiones,Mujer,20.0,0,3,13234.0,Suiza,Basico,Retirado,False,9,Urbana,no,False,,,,
599,0.0,Ahorro,Mujer,58.0,2,3,46390.0,Suiza,Basico,Desempleo,True,10,Urbana,yes,True,,,,
600,0.0,Ahorro,Hombre,23.0,0,3,4222.0,Suiza,Intermedio,Retirado,True,2,Rural,yes,True,,,,
601,0.0,Inversiones,Mujer,42.0,2,2,5406.0,Suiza,Basico,Retirado,True,9,Rural,yes,True,,,,
602,0.0,Ahorro,Hombre,30.0,1,1,30596.0,Suiza,Intermedio,Desempleo,False,8,Urbana,yes,True,,,,
603,0.0,Inversiones,Mujer,25.0,2,0,40531.0,Suiza,Basico,Estudiante,False,7,Urbana,yes,False,,,,
604,0.0,Ahorro,Mujer,38.0,2,4,14199.0,Suiza,Avanzado,Empleo,True,3,Rural,no,True,,,,
605,0.0,Ahorro,Hombre,85.0,0,4,21938.0,Suiza,Basico,Estudiante,False,2,Rural,yes,False,,,,
606,0.0,Corriente,Mujer,42.0,0,1,44356.0,Suiza,Avanzado,Estudiante,True,7,Urbana,no,True,,,,
607,0.0,Corriente,Hombre,85.0,2,3,34076.0,Suiza,Avanzado,Desempleo,False,5,Urbana,no,True,,,,
608,0.0,Inversiones,Hombre,62.0,1,0,42438.0,Suiza,Intermedio,Empleo,True,6,Urbana,no,True,,,,
609,0.0,Corriente,Mujer,77.0,1,4,49528.0,Suiza,Basico,Empleo,True,4,Rural,yes,False,,,,
610,0.0,Inversiones,Hombre,29.0,0,4,32747.0,Suiza,Intermedio,Estudiante,False,2,Urbana,no,True,,,,
611,0.0,Corriente,Hombre,49.0,1,3,43961.0,Suiza,Basico,Desempleo,False,9,Suburbana,no,False,,,,
612,0.0,Ahorro,Mujer,30.0,2,1,28438.0,Suiza,Avanzado,Empleo,False,3,Rural,no,False,,,,
613,0.0,Inversiones,Hombre,48.0,0,0,40969.0,Suiza,Avanzado,Estudiante,False,7,Urbana,no,True,,,,
614,0.0,Inversiones,Hombre,37.0,2,1,18100.0,Suiza,Basico,Empleo,False,8,Rural,yes,False,,,,
615,0.0,Ahorro,Hombre,35.0,0,1,20935.0,Suiza,Basico,Desempleo,False,2,Suburbana,no,True,,,,
616,0.0,Inversiones,Mujer,77.0,0,0,19081.0,Suiza,Intermedio,Desempleo,True,6,Rural,no,False,,,,
617,0.0,Inversiones,Hombre,80.0,0,0,14691.0,Suiza,Basico,Desempleo,False,8,Urbana,no,True,,,,
618,0.0,Corriente,Mujer,23.0,0,4,19690.0,Suiza,Basico,Empleo,True,7,Suburbana,no,False,,,,
619,0.0,Inversiones,Mujer,49.0,1,4,27886.0,Suiza,Basico,Retirado,True,3,Suburbana,yes,False,,,,
620,0.0,Ahorro,Hombre,60.0,2,0,32221.0,Suiza,Intermedio,Empleo,False,1,Urbana,no,True,,,,
621,0.0,Corriente,Hombre,19.0,2,2,14204.0,Suiza,Basico,Retirado,True,6,Urbana,no,True,,,,
622,0.0,Corriente,Hombre,77.0,2,4,2623.0,Suiza,Avanzado,Desempleo,True,8,Urbana,no,True,,,,
623,0.0,Ahorro,Mujer,40.0,0,2,25674.0,Suiza,Intermedio,Estudiante,False,6,Rural,no,True,,,,
624,0.0,Ahorro,Hombre,48.0,1,0,44801.0,Suiza,Intermedio,Retirado,False,5,Rural,no,False,,,,
625,0.0,Corriente,Hombre,22.0,2,4,49876.0,Suiza,Avanzado,Desempleo,False,8,Rural,no,False,,,,
626,0.0,Inversiones,Hombre,51.0,1,1,47716.0,Suiza,Avanzado,Desempleo,True,2,Urbana,yes,False,,,,
627,0.0,Corriente,Hombre,27.0,0,0,15086.0,Suiza,Avanzado,Retirado,False,1,Urbana,no,False,,,,
628,0.0,Ahorro,Hombre,19.0,2,3,32476.0,Suiza,Basico,Estudiante,False,1,Rural,yes,True,,,,
629,0.0,Corriente,Mujer,28.0,1,2,25916.0,Suiza,Avanzado,Desempleo,False,4,Suburbana,yes,False,,,,
630,0.0,Ahorro,Mujer,67.0,0,0,2314.0,Suiza,Basico,Retirado,False,6,Rural,no,True,,,,
631,0.0,Corriente,Hombre,48.0,1,0,13501.0,Suiza,Intermedio,Estudiante,True,9,Suburbana,yes,False,,,,
632,0.0,Inversiones,Hombre,73.0,2,4,17008.0,Suiza,Intermedio,Estudiante,False,1,Urbana,no,True,,,,
633,0.0,Corriente,Hombre,26.0,2,4,20130.0,Suiza,Avanzado,Desempleo,True,1,Urbana,yes,True,,,,
634,0.0,Corriente,Hombre,38.0,0,4,13880.0,Suiza,Basico,Empleo,False,5,Rural,no,True,,,,
635,0.0,Ahorro,Mujer,45.0,0,3,48674.0,Suiza,Avanzado,Empleo,True,10,Rural,yes,True,,,,
636,0.0,Ahorro,Hombre,79.0,0,4,36199.0,Suiza,Avanzado,Desempleo,True,5,Urbana,yes,True,,,,
637,0.0,Ahorro,Mujer,24.0,1,0,46835.0,Suiza,Basico,Estudiante,True,5,Rural,no,False,,,,
638,0.0,Corriente,Mujer,33.0,1,4,47306.0,Suiza,Avanzado,Desempleo,False,10,Urbana,yes,True,,,,
639,0.0,Inversiones,Hombre,21.0,1,1,12817.0,Suiza,Intermedio,Retirado,True,6,Urbana,yes,False,,,,
640,0.0,Ahorro,Mujer,21.0,0,4,36239.0,Suiza,Avanzado,Empleo,False,8,Suburbana,yes,False,,,,
641,0.0,Ahorro,Mujer,57.0,2,3,35285.0,Suiza,Basico,Retirado,False,3,Rural,yes,True,,,,
642,0.0,Corriente,Mujer,34.0,2,1,32480.0,Suiza,Basico,Desempleo,False,9,Urbana,yes,False,,,,
643,0.0,Ahorro,Mujer,69.0,1,0,24299.0,Suiza,Intermedio,Desempleo,False,1,Rural,no,False,,,,
644,0.0,Inversiones,Hombre,69.0,1,0,35683.0,Suiza,Basico,Estudiante,False,4,Suburbana,yes,False,,,,
645,0.0,Inversiones,Hombre,53.0,2,2,29666.0,Suiza,Basico,Estudiante,True,9,Suburbana,yes,True,,,,
646,0.0,Ahorro,Mujer,55.0,2,1,19980.0,Suiza,Intermedio,Estudiante,False,8,Rural,no,True,,,,
647,0.0,Ahorro,Hombre,67.0,1,2,2109.0,Suiza,Avanzado,Retirado,True,10,Rural,no,True,,,,
648,0.0,Corriente,Hombre,80.0,1,1,1217.0,Suiza,Intermedio,Estudiante,True,9,Urbana,no,True,,,,
649,0.0,Inversiones,Hombre,80.0,2,1,20445.0,Suiza,Avanzado,Desempleo,True,1,Suburbana,yes,False,,,,
650,0.0,Inversiones,Hombre,79.0,0,3,26092.0,Suiza,Intermedio,Estudiante,True,9,Suburbana,yes,False,,,,
651,0.0,Ahorro,Hombre,24.0,1,2,28641.0,Suiza,Avanzado,Empleo,True,3,Suburbana,yes,False,,,,
652,0.0,Corriente,Mujer,44.0,2,3,30509.0,Suiza,Intermedio,Estudiante,True,10,Rural,yes,False,,,,
653,0.0,Inversiones,Hombre,31.0,2,1,45930.0,Suiza,Avanzado,Retirado,True,9,Urbana,no,False,,,,
654,0.0,Inversiones,Hombre,88.0,2,0,7282.0,Suiza,Intermedio,Empleo,False,1,Rural,no,False,,,,
655,0.0,Corriente,Hombre,22.0,2,1,27036.0,Suiza,Avanzado,Empleo,True,1,Rural,yes,True,,,,
656,0.0,Corriente,Hombre,72.0,0,3,34316.0,Suiza,Intermedio,Empleo,False,9,Rural,yes,False,,,,
657,0.0,Inversiones,Mujer,19.0,2,2,26433.0,Suiza,Basico,Retirado,True,6,Urbana,yes,False,,,,
658,0.0,Inversiones,Mujer,79.0,1,2,12118.0,Suiza,Avanzado,Desempleo,True,4,Rural,yes,False,,,,
659,0.0,Corriente,Mujer,38.0,0,3,8807.0,Suiza,Intermedio,Estudiante,True,7,Suburbana,no,True,,,,
660,0.0,Inversiones,Mujer,38.0,2,2,27171.0,Suiza,Avanzado,Empleo,True,5,Suburbana,no,False,,,,
661,0.0,Ahorro,Hombre,27.0,0,4,41173.0,Suiza,Avanzado,Empleo,False,10,Suburbana,yes,False,,,,
662,0.0,Ahorro,Mujer,75.0,1,0,43261.0,Suiza,Intermedio,Empleo,False,7,Urbana,no,True,,,,
663,0.0,Corriente,Hombre,56.0,2,0,10838.0,Suiza,Avanzado,Desempleo,False,8,Rural,yes,False,,,,
664,0.0,Corriente,Hombre,22.0,1,0,38846.0,Suiza,Intermedio,Desempleo,True,8,Urbana,yes,True,,,,
665,0.0,Corriente,Hombre,82.0,2,2,47102.0,Suiza,Basico,Retirado,True,1,Rural,no,True,,,,
666,0.0,Ahorro,Hombre,30.0,2,2,7048.0,Suiza,Avanzado,Desempleo,True,8,Suburbana,yes,False,,,,
667,0.0,Inversiones,Hombre,70.0,2,1,40649.0,Suiza,Basico,Estudiante,False,6,Rural,no,False,,,,
668,0.0,Ahorro,Mujer,62.0,2,1,21664.0,Suiza,Avanzado,Retirado,True,4,Rural,yes,True,,,,
669,0.0,Inversiones,Mujer,49.0,2,0,28026.0,Suiza,Avanzado,Retirado,False,8,Rural,no,False,,,,
670,0.0,Ahorro,Mujer,53.0,0,4,31722.0,Suiza,Avanzado,Estudiante,False,3,Urbana,yes,False,,,,
671,0.0,Inversiones,Mujer,77.0,2,1,20676.0,Suiza,Intermedio,Estudiante,True,4,Rural,no,True,,,,
672,0.0,Ahorro,Hombre,28.0,2,1,3441.0,Suiza,Basico,Estudiante,True,6,Rural,yes,True,,,,
673,0.0,Corriente,Mujer,80.0,0,2,6195.0,Suiza,Avanzado,Retirado,False,7,Rural,yes,False,,,,
674,0.0,Ahorro,Hombre,38.0,0,4,39669.0,Suiza,Intermedio,Retirado,False,4,Urbana,no,True,,,,
675,0.0,Inversiones,Mujer,69.0,0,0,48447.0,Suiza,Avanzado,Retirado,False,4,Urbana,yes,False,,,,
676,0.0,Ahorro,Hombre,72.0,0,1,47724.0,Suiza,Intermedio,Estudiante,True,7,Urbana,no,False,,,,
677,0.0,Ahorro,Hombre,43.0,0,4,46365.0,Suiza,Avanzado,Estudiante,True,6,Rural,no,False,,,,
678,0.0,Ahorro,Mujer,85.0,0,4,26053.0,Suiza,Basico,Empleo,True,8,Suburbana,yes,False,,,,
679,0.0,Corriente,Hombre,51.0,2,0,39465.0,Suiza,Basico,Desempleo,True,1,Suburbana,yes,True,,,,
680,0.0,Ahorro,Hombre,69.0,2,4,38718.0,Suiza,Avanzado,Empleo,True,10,Suburbana,yes,False,,,,
681,0.0,Corriente,Mujer,69.0,1,4,25859.0,Suiza,Intermedio,Estudiante,True,7,Rural,yes,True,,,,
682,0.0,Corriente,Hombre,46.0,2,4,25316.0,Suiza,Avanzado,Retirado,False,7,Suburbana,no,False,,,,
683,0.0,Ahorro,Mujer,55.0,2,1,8878.0,Suiza,Intermedio,Estudiante,False,7,Suburbana,yes,False,,,,
684,0.0,Ahorro,Mujer,59.0,0,0,2381.0,Suiza,Avanzado,Desempleo,False,7,Suburbana,yes,True,,,,
685,0.0,Ahorro,Mujer,38.0,0,4,40067.0,Suiza,Intermedio,Empleo,True,10,Rural,yes,False,,,,
686,0.0,Inversiones,Hombre,59.0,2,4,47865.0,Suiza,Basico,Empleo,False,10,Suburbana,no,True,,,,
687,0.0,Ahorro,Hombre,30.0,1,1,14175.0,Suiza,Avanzado,Retirado,True,8,Suburbana,yes,True,,,,
688,0.0,Corriente,Hombre,81.0,0,0,5086.0,Suiza,Basico,Empleo,True,9,Rural,no,False,,,,
689,0.0,Ahorro,Mujer,34.0,2,2,25506.0,Suiza,Basico,Empleo,False,9,Urbana,yes,False,,,,
690,0.0,Inversiones,Hombre,26.0,2,1,41698.0,Suiza,Avanzado,Estudiante,True,2,Suburbana,no,False,,,,
691,0.0,Ahorro,Mujer,58.0,1,0,23331.0,Suiza,Avanzado,Empleo,False,7,Urbana,yes,False,,,,
692,0.0,Inversiones,Mujer,18.0,1,4,35613.0,Suiza,Intermedio,Empleo,False,7,Suburbana,yes,True,,,,
693,0.0,Inversiones,Hombre,19.0,0,0,16959.0,Suiza,Intermedio,Empleo,True,4,Rural,no,False,,,,
694,0.0,Ahorro,Mujer,77.0,1,0,32943.0,Suiza,Basico,Retirado,False,9,Urbana,yes,False,,,,
695,0.0,Corriente,Hombre,65.0,2,0,42816.0,Suiza,Intermedio,Retirado,False,8,Urbana,yes,False,,,,
696,0.0,Inversiones,Hombre,46.0,2,2,31095.0,Suiza,Intermedio,Estudiante,False,1,Urbana,yes,False,,,,
697,0.0,Ahorro,Hombre,27.0,1,0,6377.0,Suiza,Avanzado,Empleo,False,2,Urbana,no,False,,,,
698,0.0,Ahorro,Hombre,75.0,1,2,40053.0,Suiza,Intermedio,Retirado,True,2,Suburbana,yes,True,,,,
699,0.0,Corriente,Hombre,77.0,1,4,49101.0,Suiza,Basico,Retirado,False,8,Suburbana,no,False,,,,
700,0.0,Inversiones,Mujer,38.0,1,2,5422.0,Suiza,Intermedio,Estudiante,False,1,Urbana,no,True,,,,
701,0.0,Inversiones,Mujer,45.0,0,4,5186.0,Suiza,Basico,Desempleo,False,4,Suburbana,no,False,,,,
702,0.0,Ahorro,Mujer,51.0,1,4,33266.0,Suiza,Avanzado,Empleo,True,10,Urbana,yes,False,,,,
703,0.0,Ahorro,Hombre,25.0,0,2,14907.0,Suiza,Basico,Retirado,False,5,Urbana,no,False,,,,
704,0.0,Corriente,Hombre,76.0,2,1,32506.0,Suiza,Intermedio,Estudiante,True,9,Rural,no,True,,,,
705,0.0,Corriente,Hombre,89.0,1,3,31922.0,Suiza,Avanzado,Estudiante,False,7,Urbana,yes,False,,,,
706,0.0,Inversiones,Mujer,66.0,0,0,12705.0,Suiza,Intermedio,Estudiante,False,8,Suburbana,no,True,,,,
707,0.0,Inversiones,Hombre,34.0,1,3,21554.0,Suiza,Avanzado,Retirado,False,9,Urbana,no,True,,,,
708,0.0,Ahorro,Mujer,77.0,2,0,24027.0,Suiza,Avanzado,Empleo,True,7,Rural,yes,False,,,,
709,0.0,Inversiones,Mujer,62.0,2,0,46447.0,Suiza,Intermedio,Desempleo,True,5,Suburbana,yes,True,,,,
710,0.0,Corriente,Hombre,86.0,2,4,18943.0,Suiza,Intermedio,Empleo,True,5,Rural,no,False,,,,
711,0.0,Corriente,Hombre,49.0,1,0,17024.0,Suiza,Avanzado,Estudiante,True,10,Rural,yes,False,,,,
712,0.0,Ahorro,Mujer,61.0,1,0,28702.0,Suiza,Avanzado,Estudiante,True,6,Urbana,yes,True,,,,
713,0.0,Corriente,Hombre,82.0,0,2,516.0,Suiza,Intermedio,Desempleo,True,5,Rural,yes,False,,,,
714,0.0,Corriente,Mujer,25.0,2,3,46642.0,Suiza,Basico,Empleo,False,9,Rural,no,False,,,,
715,0.0,Corriente,Hombre,89.0,1,2,17348.0,Suiza,Intermedio,Estudiante,True,3,Suburbana,no,True,,,,
716,0.0,Corriente,Hombre,60.0,2,0,21355.0,Suiza,Avanzado,Estudiante,False,3,Rural,yes,True,,,,
717,0.0,Ahorro,Mujer,18.0,2,4,18711.0,Suiza,Intermedio,Empleo,True,7,Urbana,no,True,,,,
718,0.0,Ahorro,Hombre,68.0,0,2,25595.0,Suiza,Basico,Estudiante,True,7,Urbana,yes,True,,,,
719,0.0,Inversiones,Mujer,41.0,0,2,39224.0,Suiza,Intermedio,Empleo,True,6,Urbana,yes,True,,,,
720,0.0,Corriente,Hombre,41.0,0,1,49741.0,Suiza,Avanzado,Estudiante,False,3,Rural,yes,True,,,,
721,0.0,Inversiones,Mujer,34.0,0,0,38083.0,Suiza,Intermedio,Empleo,True,7,Suburbana,yes,False,,,,
722,0.0,Ahorro,Mujer,22.0,2,4,3343.0,Suiza,Avanzado,Desempleo,True,5,Urbana,yes,True,,,,
723,0.0,Ahorro,Hombre,37.0,0,2,29801.0,Suiza,Avanzado,Estudiante,False,7,Rural,no,True,,,,
724,0.0,Ahorro,Mujer,38.0,0,2,26960.0,Suiza,Intermedio,Desempleo,False,2,Urbana,no,False,,,,
725,0.0,Ahorro,Hombre,75.0,0,4,32418.0,Suiza,Avanzado,Estudiante,False,6,Urbana,no,False,,,,
726,0.0,Ahorro,Hombre,48.0,0,0,29247.0,Suiza,Avanzado,Estudiante,False,8,Suburbana,no,True,,,,
727,0.0,Ahorro,Hombre,28.0,2,1,16472.0,Suiza,Basico,Retirado,True,1,Urbana,yes,True,,,,
728,0.0,Ahorro,Mujer,69.0,0,2,28810.0,Suiza,Basico,Empleo,False,4,Suburbana,yes,False,,,,
729,0.0,Corriente,Mujer,32.0,2,1,23427.0,Suiza,Basico,Desempleo,True,1,Rural,no,True,,,,
730,0.0,Inversiones,Hombre,24.0,1,3,1594.0,Suiza,Basico,Desempleo,True,1,Urbana,no,True,,,,
731,0.0,Ahorro,Hombre,45.0,2,0,39392.0,Suiza,Avanzado,Desempleo,False,10,Rural,yes,False,,,,
732,0.0,Corriente,Mujer,68.0,2,3,34672.0,Suiza,Intermedio,Empleo,True,8,Rural,yes,True,,,,
733,0.0,Corriente,Hombre,75.0,0,3,23824.0,Suiza,Avanzado,Retirado,False,7,Rural,yes,False,,,,
734,0.0,Inversiones,Hombre,22.0,1,3,21174.0,Suiza,Avanzado,Desempleo,True,10,Urbana,no,True,,,,
735,0.0,Ahorro,Mujer,22.0,1,0,4482.0,Suiza,Avanzado,Empleo,False,1,Suburbana,yes,False,,,,
736,0.0,Inversiones,Hombre,25.0,1,0,45783.0,Suiza,Intermedio,Estudiante,False,2,Urbana,yes,False,,,,
737,0.0,Ahorro,Mujer,81.0,1,4,16290.0,Suiza,Basico,Desempleo,False,4,Rural,no,False,,,,
